115	How to pay with cash when car shopping?
116	Should I pay more than 20% down on a home?
117	Am I considered in debt if I pay a mortgage?
118	In US, is it a good idea to hire a tax consultant for doing taxes?
119	Should you keep your stocks if you are too late to sell?
120	Is there any instance where less leverage will get you a better return on a rental property?
121	Is it true that 90% of investors lose their money?
122	If the U.S. defaults on its debt, what will happen to my bank money?
123	Is this mortgage advice good, or is it hooey?
124	Will there always be somebody selling/buying in every stock?
125	Why I cannot find a “Pure Cash” option in 401k investments?
126	Why does Charles Schwab have a Mandatory Settlement Period after selling stocks?
127	How can I deposit a check made out to my business into my personal account?
128	Why use accounting software like Quickbooks instead of Excel spreadsheets?
129	Which is better when working as a contractor, 1099 or incorporating?
130	Found an old un-cashed paycheck. How long is it good for? What to do if it's expired?
131	Why are there many small banks and more banks in the U.S.?
132	What to do when a job offer is made but with a salary less than what was asked for?
133	Strategies for putting away money for a child's future (college, etc.)?
134	How can I live outside of the rat race of American life with 300k?
135	Why should one only contribute up to the employer's match in a 401(k)?
136	Why invest in becoming a landlord?
137	Can I trust the Motley Fool?
138	Best way to buy Japanese yen for travel?
139	Does it make any sense to directly contribute to reducing the US national debt?
140	What intrinsic, non-monetary value does gold have as a commodity?
141	Are solar cell panels and wind mills worth the money?
142	Can you help me find articles related to Common Mode EMI Noise Suppression for Bridgeless PFC Converters?
143	Can you suggest articles that are related to "A Direct Search Method to solve Economic Dispatch Problem with Valve-Point Effect"?
144	Could you assist me in locating research articles similar to the one on active-metric learning for the classification of remotely sensed hyperspectral images?
145	Can you provide me with articles that are related to "Underwater Acoustic Target Tracking: A Review"?
146	Could you assist me in locating research articles similar to "Lane Detection (Part I): Mono-Vision Based Method"?
147	Can you recommend some studies that explore the detection of distributed denial of service attacks with machine learning algorithms in software-defined networks?
148	Could you provide me with articles similar to "Social Engineering Attack Framework"?
149	Can you suggest articles that are related to "A Biologically Plausible Learning Rule for Deep Learning in the Brain"?
150	Could you suggest some research articles that focus on churn prediction in the telecom sector, specifically those employing Random Forest and PSO for data balancing and exploring various feature selection strategies?
151	Can you recommend articles that are similar to "Discovering social circles in ego networks"?
152	Could you suggest articles similar to "SemEval-2014 Task 3: Cross-Level Semantic Similarity"?
153	Can you help me find articles related to the design approach to a novel dual-mode wideband circular sector patch antenna?
154	Could you suggest articles similar to "Two privacy-preserving approaches for data publishing with identity reservation"?
155	Can you suggest articles that are related to "An integrated framework on mining logs files for computing system management"?
156	Can you help me find articles related to "DeltaCFS: Boosting Delta Sync for Cloud Storage Services by Learning from NFS"?
157	Could you assist me in locating research articles similar to "Factor-based Compositional Embedding Models"?
158	Can you suggest articles that are similar to "A Dual Attentive Neural Network Framework with Community Metadata for Answer Selection"?
159	Can you help me find articles related to "Algorithmic Nuggets in Content Delivery"?
160	Can you help me find articles related to "Train longer, generalize better: closing the generalization gap in large batch training of neural networks"?
161	Can you suggest articles related to "Generate to Adapt: Aligning Domains Using Generative Adversarial Networks"?
162	Can you suggest articles that are related to "Visualization of complex attacks and state of attacked network"?
163	Could you assist me in locating research articles similar to "A proposal of LDMOS using Deep Trench poly field plate"?
164	Can you help me find articles related to "Bring you to the past: Automatic Generation of Topically Relevant Event Chronicles"?
165	Could you suggest some articles similar to "Agile Team Perceptions of Productivity Factors"?
166	Can you suggest articles related to "Movement segmentation using a primitive library"?
167	Can you find articles related to "Variational Sequential Labelers for Semi-Supervised Learning"?
168	Could you suggest some articles similar to "One-Sided Unsupervised Domain Mapping"?
169	Can you recommend articles that are similar to "Aggregating Content and Network Information to Curate Twitter User Lists"?
170	Can you help me find articles related to "Measuring discrimination in algorithmic decision making"?
171	Could you assist me in locating research articles similar to "An inverse Yarbus process: Predicting observers’ task from eye movement patterns"?
172	Can you suggest articles that are related to the topic of issuing driving licenses to autonomous vehicles?
173	Can you suggest articles that are related to "Evolutionary mining of relaxed dependencies from big data collections"?
174	Could you provide articles similar to "Real World BCI: Cross-Domain Learning and Practical Applications"?
175	Can you help me find articles related to Inverse Reinforcement Learning?
176	Could you provide articles similar to "J-Sim: a simulation and emulation environment for wireless sensor networks"?
177	Can you suggest articles that are related to "Subjectivity and Sentiment Analysis of Modern Standard Arabic"?
178	Could you assist me in locating research articles similar to "Developmental Changes in the Relationship Between Grammar and the Lexicon"?
179	Can you help me find articles related to "Literature Fingerprinting: A New Method for Visual Literary Analysis"?
180	Could you assist me in locating research articles similar to "A New Perspective on Port Supply Chain Management According to the Service Dominant Logic"?
181	Can you recommend studies similar to the one analyzing the anatomy of online social networks, particularly focusing on Facebook and WhatsApp's role in cellular networks?
182	Could you assist me in locating research articles similar to "Stochastic Variational Deep Kernel Learning"?
183	Can you help me find articles related to modeling and indexing events in multimedia?
184	Could you provide articles similar to "3D ActionSLAM: wearable person tracking in multi-floor environments"?
185	Can you suggest articles that are related to "Data Warehouse Life-Cycle and Design"?
186	Could you assist me in locating research articles similar to "Topic-Relevance Map: Visualization for Improving Search Result Comprehension"?
187	Can you help me find articles related to "Bearish-Bullish Sentiment Analysis on Financial Microblogs"?
188	Could you suggest some articles similar to "Unsupervised Diverse Colorization via Generative Adversarial Networks"?
189	Can you find articles similar to "Distributed Privacy-Preserving Collaborative Intrusion Detection Systems for VANETs"?
190	Can you help me find articles related to "Tampering with the Delivery of Blocks and Transactions in Bitcoin"?
191	Could you suggest some research articles similar to the one on permutation invariant training of deep models for speaker-independent multi-talker speech separation?
192	Identify organizations that participate in international criminal activity, the activity, and, if possible, collaborating organizations and the countries involved.
193	Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.
194	What is the state of the economy of Estonia?
195	What are the laws dealing with the quality and processing of food, beverages, or drugs?
196	How many civilian non-combatants have been killed in  the various civil wars in Africa?
197	What language and cultural differences impede the integration  of foreign minorities in Germany?
198	How significant a figure over the years was the late Jordanian King Hussein in furthering peace in the  Middle East?
199	Identify documents discussing international boundary  disputes relevant to the 200-mile special economic  zones or 12-mile territorial waters subsequent to  the passing of the "International Convention on the  Law of the Sea".
200	Identify instances where a civilian policeman has been killed either during performance of his duty or because of other association with this occupation, e.g., killed for the gun, to keep from testifying,  etc.
201	What impact has the Chunnel had on the British economy and/or  the life style of the British?
202	What new inventions or scientific discoveries have been made?
203	What criticisms have been made of World Bank policies,  activities or personnel?
204	Provide examples of successful attempts to attract  tourism as a means to improve a local economy.
205	Identify hydroelectric projects proposed or under construction by country and location.  Detailed description of nature, extent, purpose, problems, and consequences is desirable.
206	Identify and provide background information on Nobel prize winners.
207	Provide information on the use of dogs worldwide for  law enforcement purposes.
208	Compile a list of mammals that are considered to be endangered, identify their habitat and, if possible, specify what threatens them.
209	What specific entities have been accused of illegal  technology transfer such as: selling their products,  formulas, etc. directly or indirectly to foreign  entities for other than peaceful purposes?
210	What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?
211	What are the causes of railway accidents throughout the world?
212	Identify documents that discuss the impact of the cost of research and development (R&D) on the price of drugs.
213	What countries are experiencing an increase in tourism?
214	Give examples of alleged suicides that aroused suspicion of the death actually being murder.
215	What research is ongoing for new fuel sources.
216	What counterfeiting of money is being done in modern times?
217	Where are tourists likely to be subjected to acts of violence causing bodily harm or death?
218	Define Argentine and British international relations
219	What bias exists in the media of countries other than the U.S.?
220	The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species.  What is not well known is the effort of other countries to prevent the demise of species native to their countries.  What other  countries have begun efforts to prevent such declines?
221	What incidents have there been of stolen or forged art?
222	What are the benefits, if any, of drug legalization?
223	Identify drugs used in the treatment of mental illness.
224	Identify documents that discuss the  European Conventional Arms Cut as it relates to the dismantling of Europe's arsenal.
225	How often were the peace talks in Ireland delayed or disrupted as a result of acts of violence?
226	What is known about drug trafficking in the "Golden Triangle", the area where Burma, Thailand and Laos meet?
227	Find documents that discuss issues associated with so-called  "orphan drugs", that is, drugs that treat diseases affecting  relatively few people.
228	What are the latest developments in robotic technology?
229	What measures are being taken by local South American authorities to preserve the Amazon tropical rain forest?
230	This query is looking for investigations that have  targeted evaders of U.S. income tax.
231	What security measures are in effect or are proposed to go into effect in airports?
232	Identify systematic explorations and scientific investigations of Antarctica, current or planned.
233	What are the arguments for and against an increase in gasoline taxes in the U.S.?
234	What tropical storms (hurricanes and typhoons) have caused significant property damage and loss of life?
235	Do any countries other than the U.S. and China have a declining birth rate?
236	What measures have been taken worldwide and what  countries have been effective in curbing population growth?
237	In what ways have quilts been used to generate income?
238	Aside from the United States, which country offers  the best living conditions and quality of life for  a U.S. retiree?
239	How are young children being protected against lead poisoning from paint and water pipes?
240	There has long been a call for standards in U.S. education, these calls frequently citing the superiority of foreign  school systems.  Are there many countries outside the U.S. which have standards for pre-teen students?  If so, which are those countries and what standards have been set?
241	What are the applications of robotics in the world today?
242	Is "The Thin Red Line" (1998 film) solely focused on depicting frogs?
243	Is there a cat starring in Stomp the Yard?
244	Is it true that Deepika Padukone has appeared in at least four Indian films?
245	Is the SpongeBob SquarePants Movie starring a cat?
246	Did Louis Malle exclusively produce films in German?
247	Did Woodrow Wilson live during any part of the 20th century?
248	Who stars in Trouble with the Curve?
249	Was one of the co-executive producers of Buffy the Vampire Slayer Korean?
250	Is there a performance by an American actor born in the 1960s in The Thin Red Line (1998 film)?
251	Is Guns N' Roses an American hard rock band?
252	Is Aphrodite a figure in mythology?
253	Is SZA's music a blend of different genres?
254	Does John Goodman work as an actor?
255	Was Woodrow Wilson alive during World War I?
256	Does the Temple Mount have a connection to any of the Abrahamic religions?
257	Is there any proof that Chris Benoit had a career in professional wrestling?
258	Did "One Flew Over the Cuckoo's Nest" actually come out in 1930?
259	Is it true that "The Thin Red Line" (1998 film) exclusively features performances by Catalonian actors?
260	Does SpongeBob SquarePants qualify as a series?
261	Is there historical evidence of the Vandals migrating across Europe?
262	Has Robert Zemeckis ever made any movies?
263	Did Benjamin Franklin actually get born in 1790?
264	Was Charles de Gaulle considered a leader?
265	Does a video game named Team Fortress 2 exist?
266	Has Deepika Padukone really only appeared in a single Indian film?
267	Is Raja Hindustani a tower located in France?
268	Has Linkin Park really released only one album?
269	Has Dulquer Salmaan ever stated that he will not act in Malayalam-language films again?
270	Does the Premier League Asia Trophy relate to golf?
271	Is Estonia located in Eastern Africa?
272	Does Daenerys Targaryen appear in any of J.R.R. Tolkien's series?
273	Is Temple Mount related to any Abrahamic religion?
274	Is Guns N' Roses classified as a hard rock band?
275	Is there any proof that the paper stars a horse?
276	Was John DiMaggio involved in several Cartoon Network shows?
277	Is Aphrodite featured in Greek mythology?
278	Does Mandy Moore have a career in music?
279	Is Ares considered a religious figure in Greek mythology?
280	Does Team Fortress 2 exist as a movie?
281	Is Harry Fraud known for producing hip hop?
282	Did Daenerys Targaryen actually exist?
283	Is Estonia a country?
284	Was Catherine Keener in a movie?
285	Is A.J. Styles actually a professional wrestler?
286	Does SZA's music incorporate elements from various genres?
287	Is it true that The Times functions as a newspaper?
288	Has John DiMaggio ever declined to participate in Cartoon Network shows?
289	Have authors from different countries immortalized Emperor Norton in their works?
290	Is it true that Catherine Hardwicke has refused to ever direct films?
291	Does Uganda exist in outer space?
292	What are some counter-arguments to the claim that becoming a vegetarian is environmentally friendly due to the negative impacts of meat production on pollution, deforestation, biodiversity, and resource consumption?
293	What are the opposing viewpoints to the argument that killing animals for consumption is unethical when it's not necessary for human survival?
294	What are the counterpoints to the assertion that a vegetarian diet, characterized by its high fiber, vitamin, and mineral content and low fat levels, significantly contributes to improved health outcomes and a decreased risk of various diseases, including certain cancers and heart disease?
295	Can you provide arguments against the idea that adopting a vegetarian diet lowers the likelihood of contracting food poisoning, considering the assertion that the majority of severe food poisoning cases are linked to the consumption of meat and eggs?
296	What are the counterpoints to the assertion that vegetarian or vegan diets frequently cause iron deficiency, potentially leading to decreased health and lower productivity levels?
297	What are some counter-arguments to the claim that humans have a natural right over lower species because our success in the struggle for existence, as outlined by the concept of survival of the fittest, justifies farming, killing, and eating other species?
298	What are the arguments against the notion that humans are naturally meant to eat meat, given our evolutionary adaptations and historical practices of consuming both animal and plant-based foods?
299	What are the opposing viewpoints to the assertion that banning animal research is necessary to protect millions of animals from death and harm?
300	What are the arguments against the viewpoint that permitting animal testing through legislation such as the UK's Animals (Scientific Procedures) Act 1986 contradicts the government's commitment to preventing animal cruelty?
301	What are some counter-arguments to the claim that animals should not be harmed based on their physiological and behavioral similarities to humans?
302	What are the arguments against the notion that advancements in technology and the use of human tissue samples have made animal testing obsolete?
303	What are the arguments against the idea that animals generally experience greater suffering than individuals in conditions like persistent vegetative states or with severe intellectual disabilities?
304	What are some counter-arguments to the claim that not conducting animal testing will result in more people suffering and dying due to fewer drugs being developed?
305	Can you provide counterpoints to the assertion that there is no moral issue with animal research provided the animals are well cared for?
306	What are the arguments against the notion that animal research is only conducted when absolutely necessary, especially considering the existence of laws in the EU and the US that prevent animal testing if alternatives are available and the adherence to the 3Rs principles to improve research methods and reduce animal suffering?
307	What are the opposing viewpoints to the assertion that animal testing is essential for assessing the safety and effectiveness of entirely new pharmaceuticals prior to human testing?
308	Can you provide counterpoints to the assertion that animals are not entitled to human rights due to their lack of certain human characteristics like significant brain size, social grouping, communication abilities, self-awareness, and comprehension of death, which are deemed necessary for moral consideration?
309	What are some counter-arguments to the claim that a stronger, militarised approach is necessary to combat the advanced methods used by poachers, such as high-calibre rifles, night vision scopes, silencers, and helicopters?
310	What are some arguments against the notion that the justice system fails to adequately prosecute poachers, especially considering the claim that prosecutions are infrequent and poachers feel they can act with impunity?
311	What are the opposing viewpoints to the idea that enhancing animal protection measures, including the use of barriers to restrict human access, is essential for preventing the destruction of natural habitats by local populations?
312	What are some counter-arguments to the claim that endangered animals should receive tougher protection in Africa due to their cultural significance and identity linkage?
313	What arguments exist against the idea that enhancing the protection of endangered animals could decrease the funding of terrorist organizations that profit from the illegal trade of ivory and horns?
314	What are the opposing viewpoints to the idea that fewer large, aggressive animals in Africa would lead to a decrease in human deaths?
315	What arguments exist against the notion that increasing the severity of penalties for poaching won't effectively discourage poachers, given that these approaches overlook the underlying reasons people engage in illegal hunting?
316	What are some counter-arguments to the claim that legalizing the trade of horns, ivory, furs, and pelts would be more effective in preventing the extinction of endangered animals by making it less profitable to hunt them?
317	What arguments exist against the notion that African countries, given their economic challenges and pressing social issues, cannot afford to allocate significant resources towards the protection of endangered species?
318	What are the criticisms or opposing viewpoints regarding the safety of underground nuclear waste storage?
319	What are some counter-arguments to the claim that underground nuclear storage is a necessary method for disposing of nuclear waste?
320	What are the arguments against the notion that storing nuclear waste above ground, along with extensive reprocessing and recycling, is preferable to underground storage?
321	What are the opposing viewpoints to the idea of repurposing nuclear waste for electricity generation using Integral Fast Reactors?
322	What are some counter-arguments to the claim that underground nuclear storage is expensive due to the high costs of constructing and maintaining deep geological repositories?
323	What are the counterarguments to the idea that the economic expansion and environmental policies of developing countries, notably China and India, are the primary causes of the substantial increase in global greenhouse gas emissions, and that their ongoing development will undermine the emissions reduction efforts of developed nations?
324	What arguments exist against the necessity of limiting atmospheric greenhouse gas concentrations to 450 parts per million to prevent a global temperature increase exceeding 2-2.4 degrees Celsius?
325	What are some counter-arguments to the claim that there is no reason to be optimistic about reaching a meaningful global emissions reduction treaty?
326	What arguments exist against the notion that rising levels of greenhouse gases in the atmosphere result in severe outcomes, including the melting of ice masses, the acidification of oceans, and an increase in extreme weather phenomena?
327	What are the arguments against the idea that the rise in carbon dioxide levels could benefit plant growth, potentially offsetting other negative impacts of climate change and safeguarding species at risk, thereby indicating that predictions of humanity's demise are premature?
328	What are some opposing viewpoints to the idea that technological innovation will be sufficient to overcome the challenges posed by climate change?
329	What are the criticisms or opposing viewpoints to the effectiveness of the EU ETS as a viable carbon market in achieving emission reductions through market mechanisms and national caps?
330	What are some counter-arguments to the claim that the Grand Inga dam would be an immense boost to the DRC's economy by attracting significant investment, employing thousands, boosting local suppliers, and providing cheap electricity to make industry more competitive and power homes?
331	What are some counter-arguments to the claim that the Grand Inga dam will provide more than half of the continent with renewable energy at a low price, thereby significantly reducing the electricity gap in Sub-Saharan Africa?
332	What are the arguments against the belief that the Grand Inga project will positively impact the entire Democratic Republic of Congo by offering low-cost electricity, stimulating the economy, and generating substantial export income?
333	Can you provide counterpoints to the idea that constructing dams along with canals and locks in the Congo River would enhance its navigability for international trade, thus fostering central Africa's economic integration with the global market and increasing investment attractiveness?
334	What are some counter-arguments to the claim that building a dam would damage the environment by lowering the oxygen content of the river, leading to a loss of species and affecting the delta's role in transmitting sediment and organic matter into the ocean?
335	What arguments exist against the viewpoint that the Grand Inga's exorbitant cost, exceeding twice the country's GDP, renders it an unfeasible project?
336	What are the opposing viewpoints to the idea that building dams, like the Grand Inga, results in community displacement?
337	What are some counter-arguments to the claim that the Grand Inga dam project is beyond the Democratic Republic of Congo's capacity to manage effectively due to its size, corruption issues, and maintenance challenges?
338	What are the arguments against the idea that giving priority for organ transplants to donors could lead to a substantial rise in donor registrations and save numerous lives?
339	What are the counterpoints to the idea that organ transplants should be allocated first to individuals who are registered donors, with non-donors receiving organs only after all donor needs have been fulfilled?
340	What are the opposing viewpoints to the idea that organ donors should be given priority in receiving organ transplants?
341	What are the arguments against the notion that governments should mandate organ donation, given it significantly benefits recipients with minimal detriment to donors?
342	Is there evidence that 0-dimensional biomaterials have inductive properties?
343	Is it true that the 1,000 Genomes Project facilitates the identification of genetic sequence variations, where rare variants exhibit greater penetrance effects compared to common variants?
344	Does research confirm or deny the claim that 1 out of every 2000 individuals in the UK tests positive for abnormal PrP?
345	Is there evidence to support or refute the claim that 5% of perinatal mortality is due to low birth weight?
346	Does a deficiency of vitamin B12 increase blood levels of homocysteine?
347	Does a high microerythrocyte count increase the risk of severe anemia in individuals with homozygous alpha (+)-thalassemia trait?
348	Is there any proof that 1,000 people in the UK are asymptomatic carriers of vCJD infection?
349	Does ADAR1 bind to Dicer to cleave pre-miRNA?
350	Is AIRE expressed in some skin tumors?
351	Is ALDH1 expression linked to improved outcomes in breast cancer patients?
352	Is ALDH1 expression linked to a poorer prognosis in breast cancer?
353	Does AMP-activated protein kinase (AMPK) activation lead to an increase in inflammation-related fibrosis in the lungs?
354	Does APOE4 expression in iPSC-derived neurons lead to increased AlphaBeta production and tau phosphorylation, resulting in GABA neuron degeneration?
355	Does APOE4 expression in iPSC-derived neurons lead to increased AlphaBeta production and tau phosphorylation, thereby delaying GABA neuron degeneration?
356	Is there a link between PPM1D activation and the suppression of p53 function?
357	Does research support or contradict the idea that Admpchordin provides activator-inhibitor pairs dorsally?
358	Is there scientific evidence to confirm that the structure of active H. pylori urease includes the two subunits UreA and UreB?
359	Is there any evidence that Albendazole is effective in treating lymphatic filariasis?
360	Does alizarin interact with residues involved in PGAM1 substrate binding through hydrogen bonding?
361	Is it true that hematopoietic stem cells always segregate their chromosomes in a random manner?
362	Do angiotensin converting enzyme inhibitors contribute to a greater risk of functional renal insufficiency?
363	Can anthrax spores be easily eliminated once they have been dispersed?
364	Does antibiotic-induced alterations in the gut microbiome reduce resistance against Clostridium difficile?
365	Does antiretroviral therapy lead to lower tuberculosis rates in people with different CD4 counts?
366	Does Arginine 90 in p150n play a crucial role in its interaction with EB1?
367	Is it true that arterioles have a larger lumen diameter than venules?
368	Are open access articles cited less frequently than articles in traditional journals?
369	Is there any research showing whether articles published in open access format are more likely to be cited than those in traditional journals?
370	Does aspirin have an impact on the production of PGE2?
371	Is there research supporting the idea that invadopodia formation is initiated by the localized production of phosphatidylinositol-3,4-biphosphate and activation of the Src nonreceptor tyrosine kinase?
372	Is there any research that supports or refutes the claim that auditory entrainment is strengthened by congruent visual and auditory information?
373	Does having a higher birth weight correlate with a greater likelihood of developing breast cancer?
374	Does chronic aerobic exercise change endothelial function and improve vasodilating mechanisms mediated by nitric oxide?
375	Does the combination of phosphatidylinositide 3-kinase and MEK 1/2 inhibitors effectively treat KRAS mutant tumors?
376	Does research support the claim that diabetic patients with acute coronary syndrome are at a higher risk for bleeding events over short and long periods?
377	Do epigenetic modulating agents modulate antitumor immune response in a cancer model system?
378	Is gene expression similar in all genetically identical cells?
379	Is there any research that supports or refutes the claim that hypothalamic glutamate neurotransmission is crucial to energy balance?
380	Is there a decrease in the incidence rates of cervical cancer?
381	Does increased vessel density along with a reduction in fibrosis decrease the efficacy of chemotherapy treatments?
382	Can cognitive behavioral therapy successfully treat insomnia?
383	Is there evidence to show whether Ly6C hi monocytes have a lower inflammatory capacity than Ly6C lo monocytes?
384	Is obesity determined solely by environmental factors?
385	Is there an effect on lamelliopodia formation when pretreated with the Arp2/3 inhibitor CK-666?
386	Is HPV detection more effective than conventional cytology in the long-term detection of cervical intraepithelial neoplasia grade 2 in primary cervical cancer screenings?
387	Is there a link between reduced responsiveness to interleukin-2 in regulatory T cells and greater resistance to autoimmune diseases like Type 1 Diabetes?
388	Is there a link between the substitution of histone H2A with H2A.Z and the slowing of gene activation in yeasts due to the stabilization of +1 nucleosomes?
389	Is there scientific support for the claim that TCR/CD3 microdomains are essential for the formation of the immunologic synapse and the activation of T cells?
390	Is there evidence that the tip of the inner tube of the toxic type VI secretion system (T6SS) in Escherichia coli carries toxic effector proteins?
391	Does having a higher birth weight increase a woman's risk of developing breast cancer later in life?
392	what is the origin of COVID-19
393	how does the coronavirus respond to changes in the weather
394	will SARS-CoV2 infected people develop immunity? Is cross protection possible?
395	what causes death from Covid-19?
396	what drugs have been active against SARS-CoV or SARS-CoV-2 in animal studies?
397	what types of rapid testing for Covid-19 have been developed?
398	are there serological tests that detect antibodies to coronavirus?
399	how has lack of testing availability led to underreporting of true incidence of Covid-19?
400	how has COVID-19 affected Canada
401	has social distancing had an impact on slowing the spread of COVID-19?
402	what are the guidelines for triaging patients infected with coronavirus?
403	what are best practices in hospitals and at home in maintaining quarantine?
404	what are the transmission routes of coronavirus?
405	what evidence is there related to COVID-19 super spreaders
406	how long can the coronavirus live outside the body
407	how long does coronavirus remain stable  on surfaces?
408	are there any clinical trials available for the coronavirus
409	what are the best masks for preventing infection by Covid-19?
410	what type of hand sanitizer is needed to destroy Covid-19?
411	are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?
412	what are the mortality rates overall and in specific populations
413	are cardiac complications likely in patients with COVID-19?
414	what kinds of complications related to COVID-19 are associated with hypertension?
415	what kinds of complications related to COVID-19 are associated with diabetes
416	which biomarkers predict the severe clinical course of 2019-nCOV infection?
417	what are the initial symptoms of Covid-19?
418	what is known about those infected with Covid-19 but are asymptomatic?
419	what evidence is there for the value of hydroxychloroquine in treating Covid-19?
420	which SARS-CoV-2 proteins-human proteins interactions indicate potential for drug targets. Are there approved drugs that can be repurposed based on this information?
421	is remdesivir an effective treatment for COVID-19
422	How does the coronavirus differ from seasonal flu?
423	Does SARS-CoV-2 have any subtypes, and if so what are they?
424	What vaccine candidates are being tested for Covid-19?
425	What are the longer-term complications of those who recover from COVID-19?
426	What new public datasets are available related to COVID-19?
427	What is the protein structure of the SARS-CoV-2 spike?
428	What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?
429	What is the mechanism of inflammatory response and pathogenesis of COVID-19 cases?
430	What is the mechanism of cytokine storm syndrome on the COVID-19?
431	What are the observed mutations in the SARS-CoV-2 genome and how often do the mutations occur?
432	What are the impacts of COVID-19 among African-Americans that differ from the rest of the U.S. population?
433	Does Vitamin D impact COVID-19 prevention and treatment?
434	How has the COVID-19 pandemic impacted violence in society, including violent crimes?
435	How much impact do masks have on preventing the spread of the COVID-19?
436	How has the COVID-19 pandemic impacted mental health?
